2058420,6857.1544,16281.7429,87.3685,4.981,5.8315,83.8736,0,0,0,1
2058440,6858.1505,16282.9091,104.1432,5.7337,6.8078,83.3603,9.5283,12.2003,10.394,0
2058460,6859.4478,16284.466,120.7126,7.2071,8.7814,76.2372,7.0497,9.7774,-72.3734,1
2058480,6861.0334,16286.4217,134.6381,8.4519,10.5931,58.6662,5.5162,8.5259,-117.4853,0
2058500,6862.8286,16288.7032,144.1791,9.2206,11.9188,36.8145,2.3286,4.9858,-115.3619,1
2058520,6864.7216,16291.1892,149.3639,9.4786,12.6874,18.5489,-0.1504,2.207,-74.4949,0
2058540,6866.62,16293.7782,151.5987,9.3953,13.1041,7.7488,-0.9245,1.6239,-29.1614,1
2058560,6868.4797,16296.4309,152.4634,9.1221,13.3721,2.8419,-1.9567,0.8644,-14.3676,1
2058580,6870.2689,16299.127,152.7354,8.7549,13.6124,0.9805,-1.833,1.4276,-2.2742,1
2058600,6871.9817,16301.8758,152.8556,8.3471,13.8781,0.6125,-2.1599,1.3347,0.6882,1
2058620,6873.6077,16304.6782,152.9804,7.8743,14.1417,0.661,-2.5468,1.2662,0.2177,1
2058640,6875.1314,16307.5325,153.12,7.3201,14.4113,0.7574,-3.0042,1.3869,0.6541,1
2058660,6876.5358,16310.4427,153.2834,6.6933,14.7061,0.8881,-3.3323,1.5736,0.7352,1
2058680,6877.8087,16313.4149,153.4752,6.032,15.0177,1.0235,-3.3809,1.6182,0.6817,1
2058700,6878.9486,16316.4498,153.6927,5.3913,15.3081,1.1246,-3.1075,1.3498,0.3818,1
2058720,6879.9653,16319.5382,153.9251,4.8162,15.5444,1.1662,-2.6671,1.0098,0.0184,1
2058740,6880.8751,16322.6676,154.1592,4.3199,15.7251,1.1554,-2.2522,0.7638,-0.187,1
2058760,6881.6932,16325.8282,154.3872,3.8786,15.866,1.1227,-2.0757,0.6218,-0.1918,1
2058780,6882.4265,16329.014,154.6083,3.4439,15.9826,1.0962,-2.1712,0.5168,-0.0852,1
2058800,6883.0708,16332.2212,154.8257,2.9575,16.0913,1.0846,-2.5977,0.5371,-0.019,1
2058820,6883.6095,16335.4505,155.0421,2.364,16.21,1.0837,-3.2595,0.636,0.0166,1
2058840,6884.0164,16338.7052,155.2592,1.6163,16.3446,1.0904,-4.1543,0.7387,0.0433,1
2058860,6884.2561,16341.9883,155.4783,0.6789,16.4786,1.1092,-5.1943,0.6612,0.1245,1
2058880,6884.2879,16345.2967,155.7029,-0.4624,16.5768,1.1494,-6.2441,0.4061,0.2688,1
2058900,6884.0711,16348.619,155.9381,-1.7905,16.5902,1.2132,-7.1303,-0.1853,0.4048,1
2058920,6883.5717,16351.9327,156.1881,-3.2484,16.4694,1.2785,-7.6182,-0.9617,0.3362,1
2058940,6882.7717,16355.2068,156.4495,-4.7386,16.1783,1.2977,-7.4899,-1.9147,-0.057,1
2058960,6881.6763,16358.4041,156.7072,-6.1449,15.6949,1.2244,-6.7377,-2.9016,-0.6511,1
2058980,6880.3138,16361.4848,156.9392,-7.375,15.0095,1.0447,-5.6232,-3.9565,-1.1917,1
2059000,6878.7263,16364.4079,157.1251,-8.3933,14.134,0.7824,-4.5098,-4.9197,-1.5116,1
2059020,6876.9564,16367.1384,157.2522,-9.2262,13.1445,0.4834,-3.6986,-5.2497,-1.5719,1
2059040,6875.0358,16369.6657,157.3185,-9.9376,12.1903,0.2029,-3.3108,-4.5671,-1.3272,1
2059060,6872.9814,16372.0145,157.3334,-10.5845,11.419,-0.0062,-3.122,-3.2464,-0.8224,1
