2000960,6484.9307,16034.324,128.3098,4.1215,7.7488,-0.1461,0,0,0,1
2000980,6485.755,16035.8737,128.2806,4.5668,8.7614,-0.1648,6.1265,13.3978,-0.2508,1
2001000,6486.7574,16037.8285,128.2439,5.2309,10.4859,-0.1948,2.2143,7.1639,-0.1176,1
2001020,6487.8473,16040.0681,128.2027,5.2524,11.2188,-0.2015,-1.8616,0.6608,0.0404,1
2001040,6488.8584,16042.316,128.1633,4.4425,10.4457,-0.1757,-6.5955,-8.5484,0.2326,1
2001060,6489.6243,16044.2464,128.1324,3.0347,8.3438,-0.1264,-8.5248,-14.1079,0.304,1
2001080,6490.0723,16045.6535,128.1127,1.552,5.7268,-0.0758,-7.0059,-13.4951,0.2298,1
2001100,6490.2452,16046.5371,128.1021,0.397,3.4017,-0.0395,-4.7122,-10.4548,0.1361,0
2001120,6490.2311,16047.0142,128.0969,-0.3091,1.7929,-0.0202,-2.1875,-5.6499,0.0458,0
2001140,6490.1215,16047.2542,128.094,-0.6464,0.9227,-0.0128,-0.8577,-2.5136,0.0158,0
2001160,6489.9725,16047.3833,128.0918,-0.7799,0.5381,-0.0105,-0.3021,-0.9355,0.0026,0
2001180,6489.8096,16047.4695,128.0898,-0.8218,0.4018,-0.0101,-0.0251,-0.1851,-0.0014,0
2001200,6489.6438,16047.544,128.0878,-0.8305,0.3661,-0.0102,-0.0193,-0.0596,0.0002,0
2001220,6489.4774,16047.6159,128.0857,-0.8321,0.3593,-0.0102,0.0052,0.016,-0.0001,0
2001240,6489.3109,16047.6877,128.0837,-0.8321,0.3593,-0.0102,-0.0014,-0.0043,0,0
2001260,6489.1445,16047.7596,128.0816,-0.8321,0.3593,-0.0102,0.0004,0.0011,0,0
2001280,6488.9781,16047.8314,128.0796,-0.8321,0.3593,-0.0102,-0.0001,-0.0003,0,0
2001300,6488.8117,16047.9033,128.0776,-0.8321,0.3593,-0.0102,0,0.0001,0,0
2001320,6488.6453,16047.9751,128.0755,-0.8321,0.3593,-0.0102,0,0,0,0
2001340,6488.4789,16048.047,128.0735,-0.8321,0.3593,-0.0102,0,0,0,0
2001360,6488.3124,16048.1188,128.0714,-0.8321,0.3593,-0.0102,0,0,0,0
2001380,6488.146,16048.1907,128.0694,-0.8321,0.3593,-0.0102,0,0,0,0
2001400,6487.9796,16048.2625,128.0673,-0.8321,0.3593,-0.0102,0,0,0,0
2001420,6487.8132,16048.3344,128.0653,-0.8321,0.3593,-0.0102,0,0,0,0
2001440,6487.6468,16048.4063,128.0633,-0.8321,0.3593,-0.0102,0,0,0,0
2001460,6487.4804,16048.4781,128.0612,-0.8321,0.3593,-0.0102,0,0,0,0
2001480,6487.3139,16048.55,128.0592,-0.8321,0.3593,-0.0102,0,0,0,0
2001500,6487.1475,16048.6218,128.0571,-0.8321,0.3593,-0.0102,0,0,0,0
2001520,6486.9811,16048.6937,128.0551,-0.8321,0.3593,-0.0102,0,0,0,0
2001540,6486.8147,16048.7655,128.0531,-0.8321,0.3593,-0.0102,0,0,0,0
2001560,6486.6483,16048.8374,128.051,-0.8321,0.3593,-0.0102,0,0,0,0
2001580,6486.4818,16048.9092,128.049,-0.8321,0.3593,-0.0102,0,0,0,0
2001600,6486.3154,16048.9811,128.0469,-0.8321,0.3593,-0.0102,0,0,0,0
2001620,6486.149,16049.0529,128.0449,-0.8321,0.3593,-0.0102,0,0,0,0
2001640,6485.9826,16049.1248,128.0429,-0.8321,0.3593,-0.0102,0,0,0,0
2001660,6485.8162,16049.1966,128.0408,-0.8321,0.3593,-0.0102,0,0,0,0
2001680,6485.6498,16049.2685,128.0388,-0.8321,0.3593,-0.0102,0,0,0,0
2001700,6485.4833,16049.3403,128.0367,-0.8321,0.3593,-0.0102,0,0,0,0
2001720,6485.3169,16049.4122,128.0347,-0.8321,0.3593,-0.0102,0,0,0,0
2001740,6485.1505,16049.484,128.0327,-0.8321,0.3593,-0.0102,0,0,0,0
2001760,6484.9841,16049.5559,128.0306,-0.8321,0.3593,-0.0102,0,0,0,0
2001780,6484.8177,16049.6277,128.0286,-0.8321,0.3593,-0.0102,0,0,0,0
2001800,6484.6513,16049.6996,128.0265,-0.8321,0.3593,-0.0102,0,0,0,0
2001820,6484.4848,16049.7714,128.0245,-0.8321,0.3593,-0.0102,0,0,0,0
2001840,6484.3184,16049.8433,128.0224,-0.8321,0.3593,-0.0102,0,0,0,0
2001860,6484.152,16049.9151,128.0204,-0.8321,0.3593,-0.0102,0.0001,0.0001,-0.0001,0
2001880,6483.9856,16049.987,128.0184,-0.8321,0.3593,-0.0102,-0.0006,-0.0003,0.0003,0
2001900,6483.8192,16050.0588,128.0163,-0.8321,0.3593,-0.0102,0.0021,0.0013,-0.0012,0
2001920,6483.6527,16050.1307,128.0143,-0.8321,0.3593,-0.0102,-0.0077,-0.0047,0.0043,0
2001940,6483.4863,16050.2026,128.0122,-0.8284,0.3604,-0.0124,0.0287,0.0174,-0.0161,0
2001960,6483.3214,16050.2749,128.0093,-0.81,0.3661,-0.0233,0.1152,0.0035,-0.0723,0
2001980,6483.1623,16050.349,128.0029,-0.7481,0.3912,-0.0567,0.39,0.2396,-0.2184,0
2002000,6483.0221,16050.4313,127.9866,-0.5767,0.4439,-0.1366,1.1589,0.2741,-0.5343,0
2002020,6482.9316,16050.5265,127.9483,-0.2021,0.5254,-0.2836,2.4267,0.5883,-0.9545,0
2002040,6482.9413,16050.6415,127.8732,0.4621,0.5878,-0.4813,4.1563,0.34,-1.1573,0
2002060,6483.1165,16050.7616,127.7557,1.4362,0.4609,-0.6554,5.78,-1.1732,-0.7718,1
