1,1,0.766859198,0.766859198,0
2,1,1.420788115,0.195970922,0.116143431819638
3,1,0.400892175,0.011027265,0.114970698202231
8,1,0.766859198,1.023854028,0
9,1,1.420788115,0.142749658,0
10,1,0.400892175,0.006077473,0
15,1,1.530875047,0.087716167,0.12841197693952
17,1,0.287701548,0.71546543,0.131763697542226
18,1,0.391631041,0,0
19,1,0.250508001,0,0
20,1,0.547427237,0.009593026,0
21,1,0.253374015,0,0
22,1,1.624981631,0.051588346,0
30,1,0.003885731,0.11352735,0
33,1,1.530875047,0.010709341,0.11503539425268
35,1,0.287701548,0.327831651,0
36,1,0.391631041,0,0
37,1,0.250508001,0,0
38,1,0.547427237,0.025945033,0
40,1,2.091084505,0.034453123,0
41,1,1.624981631,0.071634048,0
49,1,0.003885731,0.080527803,0
53,1,0.879606224,0,0
54,1,0.676301878,0,0
55,1,0.635017188,0.257252294,0
58,1,2.091084505,0.027679121,0
61,1,0.039602906,4.43e-05,0
64,1,0.167694556,0,0
65,1,0.211136341,0.159692271,0
66,1,2.458588307,0.126919837,0
70,1,0.054585416,0.003536677,0
75,1,0.879606224,0.018517477,0
76,1,0.676301878,0.00540009,0
77,1,0.635017188,0.030652687,0
79,1,0.253374015,0.009217311,0
82,1,0.039602906,7.36e-05,0
85,1,0.167694556,0.000753902,0
86,1,0.211136341,0.015913592,0
87,1,2.458588307,0.001598859,0
91,1,0.054585416,9.69e-06,0
95,1,0.135544079,0.139234528,0
96,1,0.431064687,0,0
97,1,0.121207281,0.096419451,0
99,1,0.631180854,0.037920994,0
100,1,0.134041306,0.061922622,0
102,1,0.632970907,0.026755644,0
103,1,0.13313113,0.051188942,0
104,1,0.760232203,0.013509301,0
115,1,0.224669963,0.000110213,0
116,1,0.135544079,0.017045963,0
117,1,0.431064687,0,0
118,1,0.121207281,0.015065882,0
120,1,0.631180854,0.013137114,0
121,1,0.134041306,0.027557851,0
123,1,0.632970907,0.042515106,0
124,1,0.13313113,0.066811644,0
125,1,0.760232203,0.006794917,0
136,1,0.224669963,7.03e-05,0
137,1,0.118234254,0.097865801,0
140,1,0.023030781,0.014881412,0
143,1,5.6e-05,0.000313852,0
144,1,0.118234254,0.015186241,0
147,1,0.023030781,0.000897517,0
150,1,5.6e-05,2.66e-05,0
154,1,0.000222533,0.068952524,0
159,1,0.000222533,0.039317113,0
4,1,0,0.047453936,0.116665248874923
5,1,0,0.01852094,0.12886588113808
6,1,0,0.015631102,0.110543400247435
11,1,0,0.063072071,0
12,1,0,0.00618628,0.114794160692321
13,1,0,0.003672271,0
14,1,0,8.26e-05,0
23,1,0,0.026384177,0
24,1,0,0.052266963,0
25,1,0,2.054376149,0
26,1,0,0.002865315,0.112840462470275
27,1,0,0.006926856,0
31,1,0,0.024006833,0
32,1,0,0.011195093,0
39,1,0,0.04560555,0
42,1,0,0.03090431,0
43,1,0,0.059653591,0
44,1,0,1.287762257,0
45,1,0,0.00388209,0
46,1,0,0.006916375,0
50,1,0,0.004198761,0
51,1,0,0.006566993,0
57,1,0,0.025208744,0
59,1,0,0.000617889,0
60,1,0,0.001247999,0
62,1,0,0.000236019,0
67,1,0,0.020810595,0
68,1,0,0.030990787,0
78,1,0,0.006206388,0
80,1,0,0.000311848,0
81,1,0,0.000108665,0
88,1,0,0.006405151,0
89,1,0,0.003929527,0
94,1,0,3.42e-05,0
98,1,0,0.040761687,0
101,1,0,0.065530258,0
105,1,0,3.65e-05,0
107,1,0,0.002682334,0
109,1,0,3.89e-05,0
110,1,0,0.152645246,0
111,1,0,0.042019746,0
112,1,0,0.015921696,0
113,1,0,0.052413912,0
114,1,0,0.00095073,0
119,1,0,0.010078386,0
122,1,0,0.042187391,0
126,1,0,4.82e-05,0
127,1,0,0.000193041,0
128,1,0,0.000306163,0
131,1,0,0.081296777,0
132,1,0,0.004238566,0
133,1,0,0.00071982,0
134,1,0,0.001388868,0
135,1,0,0.001030222,0
138,1,0,0.006500781,0
139,1,0,0.001179307,0
141,1,0,0.01551793,0
142,1,0,0.328661571,0
145,1,0,0.000425233,0
146,1,0,0.000152056,0
148,1,0,0.002925285,0
149,1,0,0.031190017,0
151,1,0,0.000536165,0
153,1,0,0.007489867,0
155,1,0,0.102504055,0
156,1,0,0.000147241,0
157,1,0,0.00026047,0
158,1,0,0.002252272,0
160,1,0,0.025436661,0
16,1,0,0,0.119798799290292
34,1,0,0,0.112940590183477
1,2,0.195970922,1.420788115,0.116143431819638
2,2,0.392450168,0.392450168,0
3,2,0.127955011,0.107367358,0.129119608033047
4,2,0.109550692,0.264604183,0.144746867510693
6,2,0.006820458,0.023023585,0.131465817565032
8,2,0.195970922,0.834262633,0
9,2,0.392450168,0.926977065,0
10,2,0.127955011,0.049813569,0.115773477855891
11,2,0.109550692,0.02409081,0.110283349859382
13,2,0.006820458,0.017487471,0
15,2,0.150646067,0.176082425,0
17,2,0.002849762,0.315953156,0.112950036493896
19,2,0.013984795,0.014022181,0
21,2,0.097267529,0,0
22,2,0.006302815,0.083195405,0.110162324921293
24,2,0.058943431,0,0
27,2,0.001357445,0,0.112628137610113
32,2,0.047793594,0.090037382,0
33,2,0.150646067,0.125300767,0
35,2,0.002849762,0,0
37,2,0.013984795,0,0
40,2,1.895405071,0.108382999,0
41,2,0.006302815,0,0
43,2,0.058943431,0.004666261,0
46,2,0.001357445,0,0
51,2,0.047793594,0,0
55,2,0.046098766,0.171206735,0
58,2,1.895405071,0.204597005,0.117297497469658
65,2,0.443093685,0.362426141,0
66,2,0.109829254,0.159256126,0
67,2,5.026971903,0.098114724,0
70,2,0.020868467,0,0
77,2,0.046098766,0.038701206,0
79,2,0.097267529,0,0
86,2,0.443093685,0.212697691,0
87,2,0.109829254,0.048293962,0
88,2,5.026971903,0.061095987,0
91,2,0.020868467,0,0
95,2,0.0117106,0,0
96,2,0.043285479,0,0
99,2,0.104696249,0.02558302,0
100,2,0.025269702,0,0
102,2,0.244531192,0,0
103,2,0.023434693,0.0363037,0
104,2,0.175498766,0,0
107,2,0.004378865,0,0
112,2,0.005098472,0.051163895,0
115,2,0.023407129,0,0
116,2,0.0117106,0,0
117,2,0.043285479,0,0
120,2,0.104696249,0,0
121,2,0.025269702,0,0
123,2,0.244531192,0,0
124,2,0.023434693,0,0
125,2,0.175498766,0,0
128,2,0.004378865,0,0
133,2,0.005098472,0.00324506,0
136,2,0.023407129,0,0
137,2,0.004838757,0,0
144,2,0.004838757,0,0
154,2,5.4e-05,0.052900877,0
155,2,6.19e-05,0.07142727,0
159,2,5.4e-05,0.070172597,0
160,2,6.19e-05,0.018672888,0
5,2,0,0.12406357,0.122076642726196
12,2,0,0.06088316,0.11145842483361
23,2,0,0.097685658,0
25,2,0,0.338078376,0
30,2,0,0.218644431,0
31,2,0,0.37298882,0
39,2,0,0.069328703,0
45,2,0,0.002942187,0
54,2,0,0.000232498,0
57,2,0,0.183404105,0.12476770702924
69,2,0,0.006326677,0
71,2,0,0.00666463,0
72,2,0,0.005208258,0
73,2,0,0.004207518,0
92,2,0,0.000248178,0
101,2,0,0.015326281,0
110,2,0,0.219544574,0
111,2,0,0.179074407,0
113,2,0,0.09955867,0
114,2,0,0.002579203,0
131,2,0,0.209969604,0
132,2,0,0.030723591,0
